COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
San Francisco,2020,Total population,All ages,All ages,1437,16.6,
San Joaquin,2020,Total population,All ages,All ages,2945,38.6,
San Luis Obispo,2020,Total population,All ages,All ages,432,18.3,
San Mateo,2020,Total population,All ages,All ages,1082,14,
Santa Barbara,2020,Total population,All ages,All ages,680,15.5,
Santa Clara,2020,Total population,All ages,All ages,2814,14.5,
Santa Cruz,2020,Total population,All ages,All ages,458,17.3,
Shasta,2020,Total population,All ages,All ages,402,24.8,
Sierra,2020,Total population,All ages,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2020,Total population,All ages,All ages,86,24.8,
Solano,2020,Total population,All ages,All ages,1770,41.7,
Sonoma,2020,Total population,All ages,All ages,884,18.8,
Stanislaus,2020,Total population,All ages,All ages,1804,32.8,
Sutter,2020,Total population,All ages,All ages,183,18.8,
Tehama,2020,Total population,All ages,All ages,173,28,
Trinity,2020,Total population,All ages,All ages,27,28.5,
Tulare,2020,Total population,All ages,All ages,1135,23.8,
Tuolumne,2020,Total population,All ages,All ages,129,28.6,
Ventura,2020,Total population,All ages,All ages,1394,17.4,
Yolo,2020,Total population,All ages,All ages,456,22.8,
Yuba,2020,Total population,All ages,All ages,191,25,
California,2020,Child vs. adult,0–17 years,0–17 years,22649,25.2,
Alameda,2020,Child vs. adult,0–17 years,0–17 years,826,24.1,
Alpine,2020,Child vs. adult,0–17 years,0–17 years,0,0,
Amador,2020,Child vs. adult,0–17 years,0–17 years,17,30.3,
Butte,2020,Child vs. adult,0–17 years,0–17 years,78,18.5,
Calaveras,2020,Child vs. adult,0–17 years,0–17 years,19,28.4,
Colusa,2020,Child vs. adult,0–17 years,0–17 years,13,23.2,
Contra Costa,2020,Child vs. adult,0–17 years,0–17 years,645,26.8,
Del Norte,2020,Child vs. adult,0–17 years,0–17 years,25,45.6,
El Dorado,2020,Child vs. adult,0–17 years,0–17 years,66,18.1,
Fresno,2020,Child vs. adult,0–17 years,0–17 years,1462,51.8,
Glenn,2020,Child vs. adult,0–17 years,0–17 years,13,17.4,
Humboldt,2020,Child vs. adult,0–17 years,0–17 years,67,24.3,
Imperial,2020,Child vs. adult,0–17 years,0–17 years,170,32.5,
Inyo,2020,Child vs. adult,0–17 years,0–17 years,18,48.3,
Kern,2020,Child vs. adult,0–17 years,0–17 years,752,29.8,
Kings,2020,Child vs. adult,0–17 years,0–17 years,157,33.9,
Lake,2020,Child vs. adult,0–17 years,0–17 years,57,42.4,
Lassen,2020,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2020,Child vs. adult,0–17 years,0–17 years,6338,28.9,
Madera,2020,Child vs. adult,0–17 years,0–17 years,196,48.7,
Marin,2020,Child vs. adult,0–17 years,0–17 years,52,11.7,
Mariposa,2020,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2020,Child vs. adult,0–17 years,0–17 years,58,31.3,
Merced,2020,Child vs. adult,0–17 years,0–17 years,304,38.6,
Modoc,2020,Child vs. adult,0–17 years,0–17 years,12,70.1,
Mono,2020,Child vs. adult,0–17 years,0–17 years,13,51.3,
Monterey,2020,Child vs. adult,0–17 years,0–17 years,242,21.4,
Napa,2020,Child vs. adult,0–17 years,0–17 years,53,19.8,
Nevada,2020,Child vs. adult,0–17 years,0–17 years,18,12.1,
Orange,2020,Child vs. adult,0–17 years,0–17 years,1336,19.1,
Placer,2020,Child vs. adult,0–17 years,0–17 years,111,15.2,
Plumas,2020,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2020,Child vs. adult,0–17 years,0–17 years,1372,23.3,
Sacramento,2020,Child vs. adult,0–17 years,0–17 years,1069,29.6,
San Benito,2020,Child vs. adult,0–17 years,0–17 years,46,32.3,
San Bernardino,2020,Child vs. adult,0–17 years,0–17 years,1501,26.4,
San Diego,2020,Child vs. adult,0–17 years,0–17 years,1521,18.9,
San Francisco,2020,Child vs. adult,0–17 years,0–17 years,274,19.8,
San Joaquin,2020,Child vs. adult,0–17 years,0–17 years,692,34.9,
San Luis Obispo,2020,Child vs. adult,0–17 years,0–17 years,77,15.9,
San Mateo,2020,Child vs. adult,0–17 years,0–17 years,196,12.2,
Santa Barbara,2020,Child vs. adult,0–17 years,0–17 years,137,13.6,
Santa Clara,2020,Child vs. adult,0–17 years,0–17 years,479,11.1,
Santa Cruz,2020,Child vs. adult,0–17 years,0–17 years,79,13.7,
Shasta,2020,Child vs. adult,0–17 years,0–17 years,76,20,
Sierra,2020,Child vs. adult,0–17 years,0–17 years,0,0,
Siskiyou,2020,Child vs. adult,0–17 years,0–17 years,13,15.4,
Solano,2020,Child vs. adult,0–17 years,0–17 years,373,38.5,
Sonoma,2020,Child vs. adult,0–17 years,0–17 years,149,16.4,
Stanislaus,2020,Child vs. adult,0–17 years,0–17 years,484,33.9,
Sutter,2020,Child vs. adult,0–17 years,0–17 years,44,18.2,
Tehama,2020,Child vs. adult,0–17 years,0–17 years,34,23,
Trinity,2020,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2020,Child vs. adult,0–17 years,0–17 years,375,26.7,
Tuolumne,2020,Child vs. adult,0–17 years,0–17 years,31,37.3,
Ventura,2020,Child vs. adult,0–17 years,0–17 years,339,18.2,
Yolo,2020,Child vs. adult,0–17 years,0–17 years,77,15.6,
Yuba,2020,Child vs. adult,0–17 years,0–17 years,38,17.6,
California,2020,Child vs. adult,18+ years,18+ years,74589,25.1,
Alameda,2020,Child vs. adult,18+ years,18+ years,3456,26.4,
Alpine,2020,Child vs. adult,18+ years,18+ years,0,0,
Amador,2020,Child vs. adult,18+ years,18+ years,86,31.5,
Butte,2020,Child vs. adult,18+ years,18+ years,396,26.2,
Calaveras,2020,Child vs. adult,18+ years,18+ years,92,31.1,
Colusa,2020,Child vs. adult,18+ years,18+ years,36,24.3,
Contra Costa,2020,Child vs. adult,18+ years,18+ years,2395,27.7,
Del Norte,2020,Child vs. adult,18+ years,18+ years,79,38.8,
El Dorado,2020,Child vs. adult,18+ years,18+ years,285,21.5,
Fresno,2020,Child vs. adult,18+ years,18+ years,2042,27.9,
Glenn,2020,Child vs. adult,18+ years,18+ years,42,20.2,
Humboldt,2020,Child vs. adult,18+ years,18+ years,376,40,
Imperial,2020,Child vs. adult,18+ years,18+ years,304,22.5,
Inyo,2020,Child vs. adult,18+ years,18+ years,29,21.4,
Kern,2020,Child vs. adult,18+ years,18+ years,1780,26.9,
Kings,2020,Child vs. adult,18+ years,18+ years,269,24.7,
Lake,2020,Child vs. adult,18+ years,18+ years,212,48.4,
Lassen,2020,Child vs. adult,18+ years,18+ years,82,39.5,
Los Angeles,2020,Child vs. adult,18+ years,18+ years,19582,25.3,
Madera,2020,Child vs. adult,18+ years,18+ years,279,24.6,
Marin,2020,Child vs. adult,18+ years,18+ years,228,11.8,
Mariposa,2020,Child vs. adult,18+ years,18+ years,21,18.1,
Mendocino,2020,Child vs. adult,18+ years,18+ years,257,42.8,
Merced,2020,Child vs. adult,18+ years,18+ years,730,36.6,
Modoc,2020,Child vs. adult,18+ years,18+ years,31,52.8,
Mono,2020,Child vs. adult,18+ years,18+ years,27,27.1,
Monterey,2020,Child vs. adult,18+ years,18+ years,675,21.2,
Napa,2020,Child vs. adult,18+ years,18+ years,269,23.7,
Nevada,2020,Child vs. adult,18+ years,18+ years,156,24.9,
Orange,2020,Child vs. adult,18+ years,18+ years,3534,14.8,
Placer,2020,Child vs. adult,18+ years,18+ years,512,17.2,
Plumas,2020,Child vs. adult,18+ years,18+ years,50,48.6,
Riverside,2020,Child vs. adult,18+ years,18+ years,4516,25.4,
Sacramento,2020,Child vs. adult,18+ years,18+ years,4420,37.8,
San Benito,2020,Child vs. adult,18+ years,18+ years,173,38,
San Bernardino,2020,Child vs. adult,18+ years,18+ years,5262,32.7,
San Diego,2020,Child vs. adult,18+ years,18+ years,4228,17.1,
San Francisco,2020,Child vs. adult,18+ years,18+ years,1163,15.4,
San Joaquin,2020,Child vs. adult,18+ years,18+ years,2253,39.9,
San Luis Obispo,2020,Child vs. adult,18+ years,18+ years,355,19.1,
San Mateo,2020,Child vs. adult,18+ years,18+ years,886,14.6,
Santa Barbara,2020,Child vs. adult,18+ years,18+ years,543,16.1,
Santa Clara,2020,Child vs. adult,18+ years,18+ years,2335,15.7,
Santa Cruz,2020,Child vs. adult,18+ years,18+ years,379,18.5,
Shasta,2020,Child vs. adult,18+ years,18+ years,326,26.5,
Sierra,2020,Child vs. adult,18+ years,18+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2020,Child vs. adult,18+ years,18+ years,73,28,
Solano,2020,Child vs. adult,18+ years,18+ years,1397,42.9,
Sonoma,2020,Child vs. adult,18+ years,18+ years,735,19.6,
Stanislaus,2020,Child vs. adult,18+ years,18+ years,1320,32.5,
Sutter,2020,Child vs. adult,18+ years,18+ years,139,19.1,
Tehama,2020,Child vs. adult,18+ years,18+ years,139,29.8,
Trinity,2020,Child vs. adult,18+ years,18+ years,22,30.4,
Tulare,2020,Child vs. adult,18+ years,18+ years,760,22.8,
Tuolumne,2020,Child vs. adult,18+ years,18+ years,98,25.5,
Ventura,2020,Child vs. adult,18+ years,18+ years,1055,17,
Yolo,2020,Child vs. adult,18+ years,18+ years,379,25.3,
Yuba,2020,Child vs. adult,18+ years,18+ years,153,27.6,
California,2020,Age groups,0–4 years,0–4 years,6435,27.7,
Alameda,2020,Age groups,0–4 years,0–4 years,232,25.1,
Alpine,2020,Age groups,0–4 years,0–4 years,0,0,
Amador,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2020,Age groups,0–4 years,0–4 years,28,25.2,
Calaveras,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2020,Age groups,0–4 years,0–4 years,172,28,
Del Norte,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Fresno,2020,Age groups,0–4 years,0–4 years,526,70.6,
Glenn,2020,Age groups,0–4 years,0–4 years,0,0,
Humboldt,2020,Age groups,0–4 years,0–4 years,12,17.4,
Imperial,2020,Age groups,0–4 years,0–4 years,21,14.5,
Inyo,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2020,Age groups,0–4 years,0–4 years,213,32,
Kings,2020,Age groups,0–4 years,0–4 years,58,50,
Lake,2020,Age groups,0–4 years,0–4 years,15,40.9,
Lassen,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2020,Age groups,0–4 years,0–4 years,1741,30.9,
Madera,2020,Age groups,0–4 years,0–4 years,72,67.5,
Marin,2020,Age groups,0–4 years,0–4 years,15,15.8,
Mariposa,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Merced,2020,Age groups,0–4 years,0–4 years,110,53.4,
Modoc,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2020,Age groups,0–4 years,0–4 years,59,20.1,
Napa,2020,Age groups,0–4 years,0–4 years,15,23.3,
Nevada,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2020,Age groups,0–4 years,0–4 years,444,24.2,
Placer,2020,Age groups,0–4 years,0–4 years,31,16.5,
Plumas,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2020,Age groups,0–4 years,0–4 years,356,23.5,
Sacramento,2020,Age groups,0–4 years,0–4 years,315,32.4,
San Benito,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2020,Age groups,0–4 years,0–4 years,356,24.2,
San Diego,2020,Age groups,0–4 years,0–4 years,512,24.5,
San Francisco,2020,Age groups,0–4 years,0–4 years,91,21.7,
San Joaquin,2020,Age groups,0–4 years,0–4 years,208,41.1,
San Luis Obispo,2020,Age groups,0–4 years,0–4 years,19,15.5,
San Mateo,2020,Age groups,0–4 years,0–4 years,55,13.2,
Santa Barbara,2020,Age groups,0–4 years,0–4 years,25,9.2,
Santa Clara,2020,Age groups,0–4 years,0–4 years,117,10.9,
Santa Cruz,2020,Age groups,0–4 years,0–4 years,15,11,
Shasta,2020,Age groups,0–4 years,0–4 years,21,20.8,
Sierra,2020,Age groups,0–4 years,0–4 years,0,0,
Siskiyou,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2020,Age groups,0–4 years,0–4 years,96,38.3,
Sonoma,2020,Age groups,0–4 years,0–4 years,31,14.5,
Stanislaus,2020,Age groups,0–4 years,0–4 years,123,32.7,
Sutter,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tehama,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2020,Age groups,0–4 years,0–4 years,111,31.1,
Tuolumne,2020,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2020,Age groups,0–4 years,0–4 years,80,17.3,
Yolo,2020,Age groups,0–4 years,0–4 years,20,17.3,
Yuba,2020,Age groups,0–4 years,0–4 years,14,23.9,
California,2020,Age groups,5–17 years,5–17 years,16214,24.3,
Alameda,2020,Age groups,5–17 years,5–17 years,594,23.7,
Alpine,2020,Age groups,5–17 years,5–17 years,0,0,
Amador,2020,Age groups,5–17 years,5–17 years,13,31.7,
Butte,2020,Age groups,5–17 years,5–17 years,50,16.1,
Calaveras,2020,Age groups,5–17 years,5–17 years,16,33.2,
Colusa,2020,Age groups,5–17 years,5–17 years,,,
Contra Costa,2020,Age groups,5–17 years,5–17 years,473,26.4,
Del Norte,2020,Age groups,5–17 years,5–17 years,20,49.3,
El Dorado,2020,Age groups,5–17 years,5–17 years,56,20.3,
Fresno,2020,Age groups,5–17 years,5–17 years,936,44.9,
Glenn,2020,Age groups,5–17 years,5–17 years,13,23.8,
Humboldt,2020,Age groups,5–17 years,5–17 years,55,26.8,
Imperial,2020,Age groups,5–17 years,5–17 years,149,39.1,
Inyo,2020,Age groups,5–17 years,5–17 years,13,46.3,
Kern,2020,Age groups,5–17 years,5–17 years,539,29,
Kings,2020,Age groups,5–17 years,5–17 years,99,28,
Lake,2020,Age groups,5–17 years,5–17 years,42,42.9,
Lassen,2020,Age groups,5–17 years,5–17 years,,,
Los Angeles,2020,Age groups,5–17 years,5–17 years,4597,28.2,
Madera,2020,Age groups,5–17 years,5–17 years,124,41.8,
Marin,2020,Age groups,5–17 years,5–17 years,37,10.1,
Mariposa,2020,Age groups,5–17 years,5–17 years,,,
Mendocino,2020,Age groups,5–17 years,5–17 years,47,34.2,
Merced,2020,Age groups,5–17 years,5–17 years,194,33.2,
Modoc,2020,Age groups,5–17 years,5–17 years,,,
Mono,2020,Age groups,5–17 years,5–17 years,,,
Monterey,2020,Age groups,5–17 years,5–17 years,183,21.9,
Napa,2020,Age groups,5–17 years,5–17 years,38,18.6,
Nevada,2020,Age groups,5–17 years,5–17 years,12,10.8,
Orange,2020,Age groups,5–17 years,5–17 years,892,17.2,
Placer,2020,Age groups,5–17 years,5–17 years,80,14.7,
Plumas,2020,Age groups,5–17 years,5–17 years,,,
Riverside,2020,Age groups,5–17 years,5–17 years,1016,23.3,
Sacramento,2020,Age groups,5–17 years,5–17 years,754,28.6,
San Benito,2020,Age groups,5–17 years,5–17 years,39,37.1,
San Bernardino,2020,Age groups,5–17 years,5–17 years,1145,27.2,
San Diego,2020,Age groups,5–17 years,5–17 years,1009,16.9,
San Francisco,2020,Age groups,5–17 years,5–17 years,183,19.2,
San Joaquin,2020,Age groups,5–17 years,5–17 years,484,32.6,
San Luis Obispo,2020,Age groups,5–17 years,5–17 years,58,16.1,
San Mateo,2020,Age groups,5–17 years,5–17 years,141,11.8,
Santa Barbara,2020,Age groups,5–17 years,5–17 years,112,15.2,
Santa Clara,2020,Age groups,5–17 years,5–17 years,362,11.2,
Santa Cruz,2020,Age groups,5–17 years,5–17 years,64,14.7,
Shasta,2020,Age groups,5–17 years,5–17 years,55,19.7,
Sierra,2020,Age groups,5–17 years,5–17 years,0,0,
Siskiyou,2020,Age groups,5–17 years,5–17 years,,,
Solano,2020,Age groups,5–17 years,5–17 years,277,38.6,
Sonoma,2020,Age groups,5–17 years,5–17 years,118,17.2,
Stanislaus,2020,Age groups,5–17 years,5–17 years,361,34.3,
Sutter,2020,Age groups,5–17 years,5–17 years,33,18.8,
Tehama,2020,Age groups,5–17 years,5–17 years,28,26,
Trinity,2020,Age groups,5–17 years,5–17 years,,,
Tulare,2020,Age groups,5–17 years,5–17 years,264,25.1,
Tuolumne,2020,Age groups,5–17 years,5–17 years,20,33.3,
Ventura,2020,Age groups,5–17 years,5–17 years,259,18.6,
Yolo,2020,Age groups,5–17 years,5–17 years,57,15,
Yuba,2020,Age groups,5–17 years,5–17 years,24,15.3,
